frame.time_epoch,eth.src,eth.dst,goose.gocbRef,goose.stNum,goose.sqNum,frame.len
1772896230.353369000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896230.353369000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896230.396502000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896230.396502000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896230.539741000,08:00:27:b0:8c:2e,01:0c:cd:01:00:01,simpleIOGenericIO/LLN0$GO$gcbAnalogValues,1,2,202
1772896230.539741000,08:00:27:b0:8c:2e,01:0c:cd:01:00:01,simpleIOGenericIO/LLN0$GO$gcbAnalogValues,1,2,202
1772896231.360494000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896231.360494000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896231.401695000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896231.401695000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896231.541833000,08:00:27:b0:8c:2e,01:0c:cd:01:00:01,simpleIOGenericIO/LLN0$GO$gcbAnalogValues,1,3,205
1772896231.541833000,08:00:27:b0:8c:2e,01:0c:cd:01:00:01,simpleIOGenericIO/LLN0$GO$gcbAnalogValues,1,3,205
1772896232.367848000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896232.367848000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896232.367885000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896232.367885000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896233.379222000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896233.379222000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896233.379253000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896233.379253000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896234.390452000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896234.390452000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896234.390485000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896234.390485000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896235.403136000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896235.403136000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896235.403176000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896235.403176000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896236.413149000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896236.413149000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896236.413229000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896236.413229000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896237.424835000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896237.424835000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896237.424867000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896237.424867000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896238.432680000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896238.432680000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896238.432714000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896238.432714000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896238.433168000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896238.433168000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896238.434021000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896238.434021000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896239.355300000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,82
1772896239.355300000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,82
1772896239.356128000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896239.356128000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896239.356539000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,82
1772896239.356539000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,96
1772896239.356539000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,82
1772896239.356539000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,96
1772896239.356875000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,109
1772896239.356875000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,109
1772896239.356998000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896239.356998000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896239.357294000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,102
1772896239.357294000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,102
1772896239.397741000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896239.397741000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896239.458552000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896239.458552000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896239.458574000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896239.458574000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896240.468640000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896240.468640000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896240.468659000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896240.468659000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896240.469219000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896240.469219000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896240.512134000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896240.512134000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896241.375707000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896241.375707000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896241.418070000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896241.418070000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896242.383247000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896242.383247000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896242.383274000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896242.383274000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896243.395323000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896243.395323000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896243.395374000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896243.395374000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896244.867249000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896244.867249000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896244.867554000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896244.867554000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896245.847569000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896245.847569000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896245.847633000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896245.847633000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896246.854226000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896246.854226000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896246.854250000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896246.854250000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896247.863991000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896247.863991000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896247.864051000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896247.864051000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896248.880654000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896248.880654000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896248.880697000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896248.880697000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896248.882680000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896248.882680000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896248.886127000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896248.886127000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896249.402825000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,82
1772896249.402825000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,82
1772896249.407651000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896249.407651000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896249.409190000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,82
1772896249.409190000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,82
1772896249.409192000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,96
1772896249.409192000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,96
1772896249.410404000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896249.410404000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896249.415845000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,145
1772896249.415845000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,145
1772896249.458410000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896249.458410000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896249.841034000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896249.841080000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896250.848660000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896250.848884000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896250.849462000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,72
1772896250.920590000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,66
1772896251.864258000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896251.906665000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
1772896252.879202000,08:00:27:d1:c5:85,08:00:27:b0:8c:2e,,,,84
1772896252.879258000,08:00:27:b0:8c:2e,08:00:27:d1:c5:85,,,,66
